Style #,Item #,Item Description,Unit Price,MSRP,On-hand,WebDescription
RG58532,RG58532SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2ctw (1/2ctw Center),600,1500,1,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 74 round-cut diamonds accenting the shank of the ring. Fits a 1/2 ct center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58533,RG58533SM-4WB,14KW Diamond Semi-Mount Bridal Ring 3/8ctw (1ctw Center),500,1250,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 32 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 3/8 ctw. Diamond clarity is SI2-SI3."
RG58534,RG58534SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/7 ctw,325,812.5,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 34 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 1/7 ctw. Diamond clarity is SI2-SI3."
RG58535,RG58535SM-4WB,14KW Semi-Mount Bridal Set 7/8 ctw (1/2ctw Center),950,2375,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 82 round-cut diamonds accenting the shank of the ring. Fits a 1/2 ct center stone. Total diamond weight is 7/8 ctw. Diamond clarity is SI2-SI3."
RG58536,RG58536SM-4WB,14KW Diamond Semi-Mount Bridal Ring 3/8 ctw,525,1312.5,1,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 32 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 3/8 ctw. Diamond clarity is SI2-SI3."
RG58537,RG58537SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1 ctw (1 1/2 ctw Center),1075,2687.5,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features103 round-cut diamonds accenting the shank of the ring. Fits a 1 1/2 ct center stone. Total diamond weight is 1 ctw. Diamond clarity is SI2-SI3."
RG58538,RG58538SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2 ctw(3/4 ctw Center),550,1375,2,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 14 round-cut diamonds accenting the shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58539,RG58539SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/4 ctw(1/4 ctw Center),300,750,4,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 14 round-cut diamonds accenting the shank of the ring. Fits a 1/4 ct center stone. Total diamond weight is 1/4 ctw. Diamond clarity is SI2-SI3."
RG58540,RG58540SM-4WB,14KW Diamond Semi-Mount Bridal Ring 5/8 ctw(1 ctw Center),625,1562.5,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 14 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 5/8 ctw. Diamond clarity is SI2-SI3."
RG58541,RG58541SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/3 ctw (1/2 ctw Center),350,0,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 16 round-cut diamonds accenting the shank of the ring. Fits a 1/2 ct center stone. Total diamond weight is 1/3 ctw. Diamond clarity is SI2-SI3."
RG58542,RG58542SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2 ctw,525,0,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 36 round-cut diamonds accenting the shank of the ring. Fits a 1 ct Oval center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58543,RG58543SM-4WB,14KW Diamond Semi-Mount Bridal Ring 3/4 ctw(1 ctw Center),700,0,6,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 23 round-cut diamonds accenting the halo and shank of the ring. Fits a 1 ct center stone. Total diamond weight is 3/4 ctw. Diamond clarity is SI2-SI3."
RG58544,RG58544SM-4WB,14KW Semi-Mount Bridal Ring 1/2 ctw (1 ctw Center),575,0,7,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 35 round-cut diamonds accenting the shank of the ring. Fits a 1 ct Pear Shaped center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58545,RG58545SM-4WB,14KW Diamond Semi-Mount Bridal Ring 3/4 ctw (1 ctw Center),825,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 61 round-cut diamonds accenting the shank of the ring. Fits a 1 ct Pear Shaped center stone. Total diamond weight is 3/4 ctw. Diamond clarity is SI2-SI3."
RG58546,RG58546SM-4WB,14KW Diamond Semi-Mount Bridal Ring 5/8 ctw (1 ctw Center),725,0,6,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 26 round-cut diamonds accenting the shank of the ring. Fits a 1 ct Oval shaped center stone. Total diamond weight is 5/8 ctw. Diamond clarity is SI2-SI3."
RG58547,RG58547SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2 ctw (1 ctw Center),650,1625,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 12 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58548,RG58548SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1 ctw (3/4 ctw Center),1050,2625,1,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 98 round-cut diamonds accenting the shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 1 ctw. Diamond clarity is SI2-SI3."
RG58549,RG58549SM-4WB,14KW Diamond Semi-Mount Bridal Ring 5/8 ctw (3/4 ctw Center),700,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 30 round-cut diamonds accenting the halo and shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 5/8 ctw. Diamond clarity is SI2-SI3."
RG58550,RG58550SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2 ctw (1 ctw Center),600,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 28 round-cut diamonds accenting the halo and shank of the ring. Fits a 1 ct center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58551,RG58551SM-4WB,14KW Diamond Semi-Mount Bridal Ring 7/8 ctw (1 ctw Center),850,0,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 40 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 7/8 ctw. Diamond clarity is SI2-SI3."
RG58552,RG58552SM-4WB,14KW Diamond Semi-Mount Bridal Ring 7/8 ctw (3/4 ctw Center),1000,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 56 round-cut diamonds accenting the shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 7/8 ctw. Diamond clarity is SI2-SI3."
RG58553,RG58553SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1 1/2 ctw (1 ctw Center),1325,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 52 round-cut diamonds accenting the shank of the ring. Fits a 1 ct Emerald Cut center stone. Total diamond weight is 1 1/2 ctw. Diamond clarity is SI2-SI3."
RG58556,RG58556SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2 ctw,700,0,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 68 round-cut diamonds accenting the shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58559,RG58559SM-4WB,14KW Diamond Semi-Mount Bridal Ring 3/4 ctw (1 ctw Center),850,0,2,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 48 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 3/4 ctw. Diamond clarity is SI2-SI3."
RG58560,RG58560SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/10 ctw(1/2 ctw Center),275,0,4,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 4 round-cut diamonds accenting the shank of the ring. Fits a 1/2 ct center stone. Total diamond weight is 1/10 ctw. Diamond clarity is SI2-SI3."
RG58561,RG58561SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/7 ctw,300,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 2 round-cut diamonds accenting the shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 1/7 ctw. Diamond clarity is SI2-SI3."
RG58562,RG58562SM-4WB,14KW Diamond Semi-Mount Bridal 1/7 ctw (1/2 ctw Center),275,0,4,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 2 round-cut diamonds accenting the shank of the ring. Fits a 1/2 ct center stone. Total diamond weight is 1/7 ctw. Diamond clarity is SI2-SI3."
RG58563,RG58563SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/4 ctw (3/4 ctw Center),400,0,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 14 round-cut diamonds accenting the shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 1/4 ctw. Diamond clarity is SI2-SI3."
RG58564,RG58564SM-4WB,14KW Semi-Mount Bridal Ring  (1 ctw Center),175,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Solitaire Bridal Ring fits a 1 ct center stone."
RG58565,RG58565SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2 ctw (5/8 ctw Center),675,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 50 round-cut diamonds accenting the shank of the ring. Fits a 5/8 ct center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58566,RG58566SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/3 ctw (1 1/2 ctw Center),500,0,1,"From the Bellissima Collection, this 14K Yellow Gold Semi-Mount Bridal Ring features 12 round-cut diamonds accenting the shank of the ring. Fits a 1 1/2 ct center stone. Total diamond weight is 1/3 ctw. Diamond clarity is SI2-SI3."
RG58567,RG58567SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/4 ctw (2 ctw Center),450,0,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 6 round-cut diamonds accenting the shank of the ring. Fits a 2 ct center stone. Total diamond weight is 1/4 ctw. Diamond clarity is SI2-SI3."
RG58570,RG58570SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/2 ctw (1 1/2 ct Center),600,0,4,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 8 round-cut diamonds accenting the shank of the ring. Fits a 1 1/2 ct center stone. Total diamond weight is 1/2 ctw. Diamond clarity is SI2-SI3."
RG58571,RG58571SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/3 ctw (1 ctw Center),500,0,4,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 10 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 1/3 ctw. Diamond clarity is SI2-SI3."
RG58572,RG58572SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/3 ctw (1 1/2 ctw Center),575,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 10 round-cut diamonds accenting the shank of the ring. Fits a 1 1/2 ct center stone. Total diamond weight is 1/3 ctw. Diamond clarity is SI2-SI3."
RG58573,RG58573SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/4 ctw (1/2 ctw Center),350,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 8 round-cut diamonds accenting the shank of the ring. Fits a 1/2 ct center stone. Total diamond weight is 1/4 ctw. Diamond clarity is SI2-SI3."
RG58575,RG58575SM-4WB,14KW Diamond Semi-Mount Bridal Ring 1/3 ctw,575,0,4,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 30 round-cut diamonds accenting the shank of the ring. Fits a 7/8 ct center stone. Total diamond weight is 1/3 ctw. Diamond clarity is SI2-SI3."
RG58576,RG58576SM-4WB,14KW Diamond Semi-Mount Bridal Ring 5/8 ctw (1 ct Center),700,0,5,"From the Bellissima Collection, this 14K White Gold Semi-Mount Halo Bridal Ring features 54 round-cut diamonds accenting the shank of the ring. Fits a 1 ct center stone. Total diamond weight is 5/8 ctw. Diamond clarity is SI2-SI3."
RG58577,RG58577SM-4WB,14KW Diamond Semi-Mount Bridal Ring 7/8 ctw (3/4 ct Center),950,0,3,"From the Bellissima Collection, this 14K White Gold Semi-Mount Bridal Ring features 72 round-cut diamonds accenting the shank of the ring. Fits a 3/4 ct center stone. Total diamond weight is 7/8 ctw. Diamond clarity is SI2-SI3."
RG58706,RG58706-4WC,14KW Diamond Ring 3/8 ctw,400,800,1,This gorgeous alternating pink sapphire and diamond ring is crafted from 10K gold.
RG59626,RG59626-4WB,14K Diamond Engagement Ring 1/2 ctw,1300,2899,1,This split-shank bridal ring is crafted with 48 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 3/4 ctw. Does not include center stone.
RG64126,RG64126-4WB,14K Diamond Engagement Ring 2 5/8 ctw (with 2.00CT Center),16000,35178.6666,1,This beautiful Halo bridal ring is crafted with 42 round-cut diamonds to dazzle those around you. The ring is crafted out of 14K White Gold and has a total diamond weight of 1/2 ctw. Does not include center stone.
RG64328,RG64328-4WB,14K Semi-Mount Diamond Engagement Ring 3/4 ctw,1300,2869.75,1,This split-shank bridal ring with a halo is crafted with 72 diamonds to dazzle those around you. The ring is crafted out of 14K white gold and has a total diamond weight of 3/4 ctw. Does not include center stone.
RG64329,RG64329-4WB,14K Semi-Mount Diamond Engagement Ring 3/8 ctw,750,1671.9231,1,This Halo split shank bridal ring is crafted with 50 round-cut diamonds to dazzle those around you. The ring is crafted out of 14K White Gold and has a total diamond weight of 3/8 ctw. Does not include center stone.
ROL1001,ROL1001,14K Diamond Rhythm Of Love Pendant 3/8 ctw,600,1499,3,"This gorgeous 14K White Gold Rhythm of Love Diamond pendant is set with 43 round-cut diamonds, weighing 3/8 ctw."
ROL1001Y,ROL1001Y,14KY Diamond Rhythm Of Love Pendant 3/8 ctw,600,1499,4,"This gorgeous 14K Yellow Gold Rhythm of Love Diamond pendant is set with 43 round-cut diamonds, weighing 3/8 ctw."
ROL1002,ROL1002,14K Diamond Rhythm Of Love Pendant 1/2 ctw,650,1629,7,"This gorgeous 14K White Gold Rhythm of Love Diamond pendant is set with 38 round-cut diamonds, weighing 1/2 ctw."
ROL1003,ROL1003,14K Diamond Rhythm Of Love Pendant 1/2 ctw,650,1629,6,"This eye-catching 14K White Gold Rhythm of Love Diamond pendant is set with 18 round-cut diamonds, weighing 1/2 ctw."
ROL1003R,ROL1003R,14K Diamond Rhythm Of Love Pendant 1/2 ctw,650,1629,1,"This eye-catching 14K Rose Gold Rhythm of Love Diamond pendant is set with 18 round-cut diamonds, weighing 1/2 ctw."
ROL1003Y,ROL1003Y,14K Diamond Rhythm Of Love Pendant 1/2 ctw,650,1629,2,"This eye-catching 14K Yellow Gold Rhythm of Love Diamond pendant is set with 18 round-cut diamonds, weighing 1/2 ctw."
ROL1004,ROL1004,14K Diamond Rhythm Of Love Pendant 3/8 ctw,600,1499,53,"This eye-catching 14K White Gold Rhythm of Love Diamond pendant is set with 53 round-cut diamonds, weighing 3/8 ctw."
ROL1004R,ROL1004R,14K Diamond Rhythm Of Love Pendant 3/8 ctw,600,1499,1,"This eye-catching 14K Rose Gold Rhythm of Love Diamond pendant is set with 53 round-cut diamonds, weighing 3/8 ctw."
ROL1004Y,ROL1004Y,14K Diamond Rhythm Of Love Pendant 3/8 ctw,600,1499,7,"This eye-catching 14K Yellow Gold Rhythm of Love Diamond pendant is set with 53 round-cut diamonds, weighing 3/8 ctw."
ROL1005,ROL1005,14K Diamond Rhythm Of Love Pendant 5/8 ctw,900,2249,4,"This stunning 14K White Gold Rhythm of Love Diamond pendant is set with 62 round-cut diamonds, weighing 5/8 ctw."
ROL1005R,ROL1005R,14K Rose Gold Diamond Rhythm Of Love Pendant 5/8 ctw,900,2249,3,"This stunning 14K Rose Gold Rhythm of Love Diamond pendant is set with 62 round-cut diamonds, weighing 5/8 ctw."
ROL1005Y,ROL1005Y,14K Diamond Rhythm Of Love Pendant 5/8 ctw,900,2249,5,"This stunning 14K Yellow Gold Rhythm of Love Diamond pendant is set with 62 round-cut diamonds, weighing 5/8 ctw."
ROL1006,ROL1006,14K Diamond Rhythm Of Love Pendant 1/2 ctw,750,1879,4,"This stunning 14K White Gold Rhythm of Love Diamond pendant is set with 15 round-cut diamonds, weighing 1/2 ctw."
ROL1006R,ROL1006R,14K Diamond Rhythm Of Love Pendant 1/2 ctw,750,1879,2,"This stunning 14K Rose Gold Rhythm of Love Diamond pendant is set with 15 round-cut diamonds, weighing 1/2 ctw."
ROL1006Y,ROL1006Y,14K Diamond Rhythm Of Love Pendant 1/2 ctw,750,1879,1,"This stunning 14K Yellow Gold Rhythm of Love Diamond pendant is set with 15 round-cut diamonds, weighing 1/2 ctw."
ROL1007,ROL1007,14K Diamond Rhythm Of Love Pendant 3/4 ctw,1000,2499,24,"This stunning 14K White Gold Rhythm of Love Diamond pendant is set with 47 round-cut diamonds, weighing 3/4 ctw."
ROL1007R,ROL1007R,14K Diamond Rhythm Of Love Pendant 3/4 ctw,1000,2499,1,"This stunning 14K Rose Gold Rhythm of Love Diamond pendant is set with 47 round-cut diamonds, weighing 3/4 ctw."
ROL1007Y,ROL1007Y,14K Diamond Rhythm Of Love Pendant 3/4 ctw,1000,2499,5,"This stunning 14K Yellow Gold Rhythm of Love Diamond pendant is set with 47 round-cut diamonds, weighing 3/4 ctw."
ROL1008,ROL1008,14K Diamond Rhythm Of Love Pendant 1/10 ctw,350,879,28,"This stunning 14K White Gold Rhythm of Love Infinity Diamond pendant is set with a single round-cut diamond, weighing 1/10 ctw."
ROL1008BL,ROL1008BL,14K Blue Diamond Rhythm Of Love Pendant 1/10 ctw,350,879,10,"This stunning 14K White Gold Rhythm of Love Infinity Diamond pendant is set with a single blue round-cut diamond, weighing 1/10 ctw."
ROL1008GD,ROL1008GD,14Kt Green Diamond Rhythm Of Love Pendant 1/10ctw,350,879,16,"This stunning 14K White Gold Rhythm of Love Infinity Diamond pendant is set with a single green round-cut diamond, weighing 1/10 ctw."
ROL1008R,ROL1008R,14K Diamond Rhythm Of Love Pendant 1/10 ctw,350,879,22,"This stunning 14K Rose Gold Rhythm of Love Infinity Diamond pendant is set with a single round-cut diamond, weighing 1/10 ctw."
